total_area,pattern_area,num_items,utilization_ratio,aspect_ratio_fabric,aspect_ratio_pattern,density,fabric_length,fabric_width,pattern_length,pattern_width,waste_percentage
120.0375,1.164,47,0.4558,44.0909,1.2371,0.3915,72.75,1.65,1.2,0.97,52.88
218.592,0.93,89,0.3787,51.0145,0.4133,0.4072,105.6,2.07,0.62,1.5,60.68
141.9075,2.8386,22,0.4401,100.2101,2.1842,0.155,119.25,1.19,2.49,1.14,54.44
122.1948,1.2992,42,0.4466,19.2421,3.1719,0.3437,48.49,2.52,2.03,0.64,53.72
253.2088,1.2272,116,0.5622,40.1912,3.5254,0.4581,100.88,2.51,2.08,0.59,44.17
55.7865,0.5616,83,0.8356,50.6,2.0769,1.4878,53.13,1.05,1.08,0.52,17.36
471.8047,0.1323,2969,0.8325,74.8884,3.0,6.2929,187.97,2.51,0.63,0.21,16.81
90.6712,0.9768,45,0.4848,17.7522,5.0455,0.4963,40.12,2.26,2.22,0.44,53.23
314.619,1.9712,100,0.6265,48.3843,2.5455,0.3178,123.38,2.55,2.24,0.88,38.58
245.5818,0.8118,106,0.3504,40.5813,0.5366,0.4316,99.83,2.46,0.66,1.23,63.34
31.096,2.1105,7,0.4751,5.8783,1.9143,0.2251,13.52,2.3,2.01,1.05,50.59
144.3772,0.5795,64,0.2569,58.5732,1.5574,0.4433,91.96,1.57,0.95,0.61,75.16
224.663,2.5506,72,0.8174,150.9426,1.8632,0.3205,184.15,1.22,2.18,1.17,17.22
84.66,0.6328,119,0.8895,13.6546,8.0714,1.4056,34.0,2.49,2.26,0.28,10.1
145.3585,1.995,68,0.9333,102.6471,1.5351,0.4678,122.15,1.19,1.75,1.14,8.1
109.7832,1.5106,19,0.2614,49.4497,1.8242,0.1731,73.68,1.49,1.66,0.91,73.89
7.192,0.5544,4,0.3083,5.3448,1.3968,0.5562,6.2,1.16,0.88,0.63,68.5
372.5865,1.4872,160,0.6386,97.9846,1.9205,0.4294,191.07,1.95,1.69,0.88,34.23
413.812,1.485,180,0.6459,52.7821,0.8148,0.435,147.79,2.8,1.1,1.35,34.62
60.7422,0.3995,87,0.5722,33.8284,1.8085,1.4323,45.33,1.34,0.85,0.47,40.84
280.0752,0.9222,279,0.9187,53.8772,1.2184,0.9962,122.84,2.28,1.06,0.87,9.09
470.5335,0.6175,533,0.6995,60.448,9.88,1.1328,168.65,2.79,2.47,0.25,31.38
170.638,1.264,122,0.9037,25.2423,0.4938,0.715,65.63,2.6,0.79,1.6,11.49
424.9728,1.6199,83,0.3164,51.2361,0.5808,0.1953,147.56,2.88,0.97,1.67,66.83
45.9534,0.5798,38,0.4795,35.3596,8.5769,0.8269,40.31,1.14,2.23,0.26,52.99
163.8912,2.6429,32,0.516,23.5152,2.3084,0.1953,62.08,2.64,2.47,1.07,47.31
50.9878,0.297,83,0.4835,22.9664,1.0185,1.6278,34.22,1.49,0.55,0.54,53.2
173.7996,1.8328,69,0.7276,60.8521,1.3621,0.397,102.84,1.69,1.58,1.16,26.75
184.416,0.2964,397,0.6381,128.0667,0.9123,2.1527,153.68,1.2,0.52,0.57,36.08
125.7201,0.9416,35,0.2621,53.7059,1.2159,0.2784,82.17,1.53,1.07,0.88,71.96
419.8513,0.9975,298,0.708,73.5021,0.3257,0.7098,175.67,2.39,0.57,1.75,29.47
433.9284,0.8137,414,0.7763,60.8689,0.767,0.9541,162.52,2.67,0.79,1.03,23.64
94.0352,2.5521,11,0.2985,18.7411,1.2837,0.117,41.98,2.24,1.81,1.41,68.46
50.7315,0.5513,49,0.5325,21.1161,4.027,0.9659,32.73,1.55,1.49,0.37,48.03
326.634,1.6184,92,0.4558,61.2121,3.5,0.2817,141.4,2.31,2.38,0.68,55.48
28.704,1.6128,10,0.5619,6.6346,0.9844,0.3484,13.8,2.08,1.26,1.28,43.32
359.2457,0.9432,118,0.3098,102.7326,1.8194,0.3285,192.11,1.87,1.31,0.72,69.82
177.6186,2.2656,45,0.574,174.1188,2.4583,0.2534,175.86,1.01,2.36,0.96,42.94
165.2794,1.8511,35,0.392,20.2063,0.6185,0.2118,57.79,2.86,1.07,1.73,60.68
22.2105,4.3966,4,0.7918,5.4975,1.3876,0.1801,11.05,2.01,2.47,1.78,19.74
274.7317,1.4382,140,0.7329,98.509,0.7234,0.5096,164.51,1.67,1.02,1.41,28.52
75.3066,0.5994,44,0.3502,17.5749,4.3784,0.5843,36.38,2.07,1.62,0.37,63.33
208.182,0.2525,561,0.6804,50.0245,4.04,2.6948,102.05,2.04,1.01,0.25,32.63
41.074,0.1755,132,0.564,33.9455,1.1538,3.2137,37.34,1.1,0.45,0.39,45.5
227.178,0.5406,280,0.6663,63.5979,0.2138,1.2325,120.2,1.89,0.34,1.59,33.35
231.621,1.1319,57,0.2786,137.0538,1.9091,0.2461,178.17,1.3,1.47,0.77,70.58
24.9047,0.915,26,0.9552,15.4409,0.6148,1.044,19.61,1.27,0.75,1.22,5.18
349.9614,0.576,278,0.4576,88.3719,6.4,0.7944,175.86,1.99,1.92,0.3,54.29
150.64,0.675,173,0.7752,76.8571,0.3704,1.1484,107.6,1.4,0.5,1.3499999999999999,23.87
78.8992,3.7485,9,0.4276,23.3043,1.6013,0.1141,42.88,1.84,2.45,1.53,55.52
246.8375,0.6576,115,0.3064,41.1224,2.8542,0.4659,100.75,2.45,1.37,0.48,68.53
138.3375,1.863,48,0.6464,45.1714,0.9783,0.347,79.05,1.75,1.35,1.38,35.12
357.3037,0.4356,661,0.8058,97.9424,2.25,1.85,187.07,1.91,0.99,0.44,19.5
353.9464,0.5355,418,0.6324,59.4508,0.3782,1.181,145.06,2.44,0.45,1.19,38.26
37.7152,2.9463,12,0.9374,13.6867,1.1366,0.3182,22.72,1.66,1.83,1.6099999999999999,8.05
219.868,0.9261,85,0.358,95.1645,0.4286,0.3866,144.65,1.52,0.63,1.47,63.41
248.391,2.208,56,0.4978,91.2364,0.8625,0.2255,150.54,1.65,1.38,1.5999999999999999,52.01
62.2404,1.8832,20,0.6051,48.7434,1.6449,0.3213,55.08,1.13,1.76,1.07,40.66
156.504,0.3565,147,0.3349,108.6833,0.2696,0.9393,130.42,1.2,0.31,1.15,65.11
295.8781,3.9098,58,0.7664,81.1047,1.3064,0.196,154.91,1.91,2.26,1.73,23.37
489.7347,0.7396,225,0.3398,65.7106,4.0,0.4594,179.39,2.73,1.72,0.43,65.65
330.9435,3.068,42,0.3894,38.5495,1.8154,0.1269,112.95,2.93,2.36,1.3,61.21
317.4876,1.3144,170,0.7038,55.5816,3.4194,0.5355,132.84,2.39,2.12,0.62,28.4
101.244,0.9782,64,0.6184,32.3164,1.8356,0.6321,57.2,1.77,1.34,0.73,37.6
105.7451,2.2152,17,0.3561,12.6609,1.0986,0.1608,36.59,2.89,1.56,1.42,64.9
196.6713,1.5618,55,0.4368,138.8824,1.2018,0.2797,165.27,1.19,1.37,1.14,55.95
477.7373,1.1859,274,0.6802,72.3307,2.6418,0.5735,185.89,2.57,1.77,0.67,33.13
218.8436,0.45,434,0.8924,36.7582,7.2,1.9832,89.69,2.44,1.8,0.25,9.09
243.7248,0.381,580,0.9067,148.7578,4.2333,2.3797,190.41,1.28,1.27,0.3,9.88
34.4373,1.5876,21,0.9681,9.4398,2.25,0.6098,18.03,1.91,1.89,0.84,3.89
125.6704,1.6416,39,0.5094,19.1758,1.7812,0.3103,49.09,2.56,1.71,0.96,50.03
478.8836,1.1534,236,0.5684,69.7634,2.1644,0.4928,182.78,2.62,1.58,0.73,43.67
212.5552,0.6068,220,0.6281,25.986,4.4324,1.035,74.32,2.86,1.64,0.37,37.27
212.5453,3.3264,35,0.5478,28.941,1.6042,0.1647,78.43,2.71,2.31,1.44,46.5
257.9128,0.2146,821,0.6831,56.3178,1.5676,3.1832,120.52,2.14,0.58,0.37,30.27
271.915,1.5486,53,0.3018,48.0042,1.9551,0.1949,114.25,2.38,1.74,0.89,71.48
245.5061,1.674,50,0.3409,36.5985,0.6968,0.2037,94.79,2.59,1.08,1.55,65.99
139.1,2.985,34,0.7296,22.256,1.3267,0.2444,55.64,2.5,1.99,1.5,26.34
248.0,1.6224,89,0.5822,62.0,0.568,0.3589,124.0,2.0,0.96,1.69,43.52
234.2158,0.387,214,0.3536,41.3487,1.9111,0.9137,98.41,2.38,0.86,0.45,66.16
221.2896,1.2971,55,0.3224,69.8427,0.916,0.2485,124.32,1.78,1.09,1.19,66.99
38.232,0.9185,20,0.4805,32.7778,3.0364,0.5231,35.4,1.08,1.67,0.55,51.16
96.768,1.445,37,0.5525,16.8,2.0,0.3824,40.32,2.4,1.7,0.85,44.93
265.8248,1.2882,76,0.3683,78.5163,3.9649,0.2859,144.47,1.84,2.26,0.57,62.87
138.458,0.481,208,0.7226,30.2336,7.1154,1.5023,64.7,2.14,1.85,0.26,29.54
58.3311,3.0378,12,0.6249,36.1654,2.041,0.2057,45.93,1.27,2.49,1.22,35.75
48.2529,0.365,81,0.6127,31.8943,0.6849,1.6787,39.23,1.23,0.5,0.73,38.9
99.864,1.3197,58,0.7665,12.2947,1.9157,0.5808,35.04,2.85,1.59,0.83,23.65
328.9536,3.4126,60,0.6224,89.2344,1.4967,0.1824,171.33,1.92,2.26,1.51,38.47
251.138,0.4116,587,0.9621,63.4171,1.7143,2.3374,126.2,1.99,0.84,0.49,3.59
187.7922,0.4238,185,0.4175,22.4844,6.2692,0.9851,64.98,2.89,1.63,0.26,57.05
73.7715,1.5762,15,0.3205,21.0963,0.7817,0.2033,39.45,1.87,1.11,1.42,66.0
24.64,1.8759,9,0.6852,3.1429,0.6568,0.3653,8.8,2.8,1.11,1.69,31.19
73.389,1.68,17,0.3892,25.3941,0.8571,0.2316,43.17,1.7,1.2,1.4,61.71
39.546,1.6512,13,0.5428,10.4,0.9922,0.3287,20.28,1.95,1.28,1.29,45.81
175.426,2.8798,44,0.7223,30.7113,2.0336,0.2508,73.4,2.39,2.42,1.19,26.43
14.48,0.7965,15,0.8251,5.6562,3.9333,1.0359,9.05,1.6,1.77,0.45,16.61
220.11,1.04,168,0.7938,45.4773,1.04,0.7633,100.05,2.2,1.04,1.0,21.7
249.2655,2.418,24,0.2328,91.5576,1.4308,0.0963,151.07,1.65,1.86,1.3,74.76
83.7098,0.2867,223,0.7638,46.6194,1.2979,2.664,62.47,1.34,0.61,0.47,22.53
542.6575,0.8418,328,0.5088,71.7564,1.7681,0.6044,197.33,2.75,1.22,0.69,49.31
109.5145,0.6716,127,0.7788,95.6542,1.2603,1.1597,102.35,1.07,0.92,0.73,20.14
265.4964,0.5,370,0.6968,48.4872,12.5,1.3936,113.46,2.34,2.5,0.2,28.49
126.425,1.5853,35,0.4389,74.8077,2.3012,0.2768,97.25,1.3,1.91,0.83,55.51
196.9121,0.9555,82,0.3979,171.9907,1.1538,0.4164,184.03,1.07,1.05,0.91,60.97
91.839,0.6889,45,0.3376,17.3609,1.0,0.49,39.93,2.3,0.83,0.83,65.04
248.7254,2.8012,73,0.8221,104.8766,1.2617,0.2935,161.51,1.54,1.88,1.49,19.48
127.428,2.4645,23,0.4448,47.378,0.9748,0.1805,77.7,1.64,1.55,1.5899999999999999,55.66
518.7102,0.8073,323,0.5027,67.6029,0.5897,0.6227,187.26,2.77,0.69,1.17,50.12
40.525,0.649,29,0.4644,6.484,1.8644,0.7156,16.21,2.5,1.1,0.59,54.42
49.875,0.5334,46,0.492,45.2381,3.0238,0.9223,47.5,1.05,1.27,0.42,52.69
55.7568,0.819,62,0.9107,9.5207,0.5983,1.112,23.04,2.42,0.7,1.17,9.63
276.5979,1.536,58,0.3221,88.2881,2.4,0.2097,156.27,1.77,1.92,0.8,68.58
293.8204,2.565,49,0.4278,61.8257,0.8772,0.1668,134.78,2.18,1.5,1.71,56.38
302.6493,1.3912,202,0.9285,129.2876,0.6351,0.6674,197.81,1.53,0.94,1.48,7.96
188.9251,0.361,149,0.2847,66.1479,0.4,0.7887,111.79,1.69,0.38,0.95,72.2
307.4844,0.9125,128,0.3799,98.1469,1.7123,0.4163,173.72,1.77,1.25,0.73,61.07
74.4084,0.946,48,0.6103,18.9798,5.1163,0.6451,37.58,1.98,2.2,0.43,37.14
375.9228,1.7654,131,0.6152,95.8889,1.8763,0.3485,189.86,1.98,1.82,0.97,38.79
376.554,0.2183,1314,0.7618,44.4674,0.6271,3.4895,129.4,2.91,0.37,0.59,23.61
290.173,2.2922,75,0.5925,59.4118,1.0753,0.2585,131.3,2.21,1.57,1.46,41.74
287.7942,0.258,521,0.4671,104.4398,6.45,1.8103,173.37,1.66,1.29,0.2,53.51
267.1956,2.1836,114,0.9316,62.3575,2.0583,0.4267,129.08,2.07,2.12,1.03,7.68
84.1624,1.4464,36,0.6187,47.5789,0.8828,0.4277,63.28,1.33,1.13,1.28,37.88
268.6592,1.2878,102,0.4889,139.0504,1.4574,0.3797,193.28,1.39,1.37,0.94,52.34
381.8451,0.815,194,0.4141,98.3909,3.26,0.5081,193.83,1.97,1.63,0.5,57.8
189.4976,0.834,150,0.6602,35.2069,2.3167,0.7916,81.68,2.32,1.39,0.6,34.42
90.791,3.1455,13,0.4504,34.1718,1.7259,0.1432,55.7,1.63,2.33,1.35,55.78
149.6742,0.2318,501,0.7759,43.2634,1.6053,3.3473,80.47,1.86,0.61,0.38,24.16
115.005,1.0494,57,0.5201,27.3659,3.7358,0.4956,56.1,2.05,1.98,0.53,47.3
94.423,0.8372,53,0.4699,17.0979,0.9891,0.5613,40.18,2.35,0.91,0.92,51.67
60.3225,0.3894,110,0.7101,19.6971,0.8939,1.8235,34.47,1.75,0.59,0.66,28.13
368.057,1.6554,83,0.3733,87.5805,2.0899,0.2255,179.54,2.05,1.86,0.89,62.4
79.5905,0.3348,107,0.4501,37.8552,0.871,1.3444,54.89,1.45,0.54,0.62,54.04
430.6704,0.594,614,0.8469,69.4618,2.037,1.4257,172.96,2.49,1.1,0.54,16.39
178.752,2.0125,38,0.4278,31.0333,1.5217,0.2126,74.48,2.4,1.75,1.15,56.2
121.131,0.4633,90,0.3442,72.7907,0.3628,0.743,93.9,1.29,0.41,1.13,64.98
172.8896,0.598,87,0.3009,39.9615,0.7065,0.5032,83.12,2.08,0.65,0.92,69.69
184.8358,1.5792,27,0.2307,114.5984,1.7872,0.1461,145.54,1.27,1.68,0.94,76.72
480.8076,0.5278,292,0.3205,64.5128,6.2759,0.6073,176.12,2.73,1.82,0.29,68.98
82.9332,1.0416,21,0.2637,23.2169,1.4762,0.2532,43.88,1.89,1.24,0.84,73.74
476.6034,2.0025,185,0.7773,55.1395,2.5281,0.3882,162.11,2.94,2.25,0.89,20.44
448.6655,0.9499,280,0.5928,51.5559,2.7288,0.6241,152.09,2.95,1.61,0.59,42.5
150.975,0.288,304,0.5799,124.7727,0.45,2.0136,137.25,1.1,0.36,0.8,43.48
414.8992,1.012,189,0.461,63.3086,4.7826,0.4555,162.07,2.56,2.2,0.46,54.51
282.7692,1.0296,192,0.6991,53.9214,0.4231,0.679,123.48,2.29,0.66,1.56,28.7
27.7947,1.218,12,0.5259,3.8989,3.3833,0.4317,10.41,2.67,2.03,0.6,48.77
199.076,0.2132,363,0.3888,80.7643,0.7885,1.8234,126.8,1.57,0.41,0.52,61.87
155.0952,1.6284,39,0.4095,28.3248,0.5198,0.2515,66.28,2.34,0.92,1.77,58.89
210.7098,1.6095,57,0.4354,132.7222,2.1264,0.2705,167.23,1.26,1.85,0.87,55.1
127.15,2.0328,29,0.4636,81.376,2.881,0.2281,101.72,1.25,2.42,0.84,54.17
10.4562,0.1904,31,0.5645,8.4865,0.6071,2.9647,9.42,1.11,0.34,0.56,43.47
382.8084,2.0064,142,0.7443,85.1745,1.5439,0.3709,180.57,2.12,1.76,1.14,27.16
175.2066,0.936,76,0.406,147.4679,0.8654,0.4338,160.74,1.09,0.9,1.04,59.47
283.7882,1.41,126,0.626,55.5619,3.9167,0.444,125.57,2.26,2.35,0.6,36.08
246.771,1.1979,59,0.2864,155.4365,0.8182,0.2391,195.85,1.26,0.99,1.21,71.38
55.7424,1.3992,30,0.753,26.8819,0.803,0.5382,38.71,1.44,1.06,1.32,23.48
344.0328,0.63,210,0.3846,113.6322,0.3968,0.6104,197.72,1.74,0.5,1.26,61.77
91.2496,0.1035,408,0.4628,33.9268,1.9565,4.4713,55.64,1.64,0.45,0.23,55.39
157.7778,0.8908,136,0.7678,50.3616,1.9265,0.862,89.14,1.77,1.31,0.68,23.78
182.6796,0.9462,175,0.9064,32.5232,2.9123,0.958,77.08,2.37,1.66,0.57,10.6
244.916,0.4896,281,0.5617,124.9571,1.8824,1.1473,174.94,1.4,0.96,0.51,45.05
115.5813,1.96,21,0.3561,38.6185,3.0625,0.1817,66.81,1.73,2.45,0.8,66.07
304.2336,2.4549,46,0.3712,102.8372,0.8802,0.1512,176.88,1.72,1.47,1.67,60.99
243.984,1.4606,41,0.2454,56.3942,0.8134,0.168,117.3,2.08,1.09,1.34,74.94
187.866,0.6493,235,0.8122,57.9833,3.5116,1.2509,104.37,1.8,1.51,0.43,17.13
284.6794,1.3923,98,0.4793,128.2282,1.6813,0.3442,191.06,1.49,1.53,0.91,50.36
121.953,1.921,19,0.2993,32.0718,1.5044,0.1558,62.54,1.95,1.7,1.13,69.38
101.3959,1.3395,32,0.4227,26.1269,0.6738,0.3156,51.47,1.97,0.95,1.41,58.98
373.1847,2.538,44,0.2992,94.2362,1.3926,0.1179,187.53,1.99,1.88,1.35,70.28
89.6416,0.2898,226,0.7306,13.572,1.3696,2.5212,34.88,2.57,0.63,0.46,26.77
49.3416,0.1209,135,0.3308,7.0795,0.7949,2.736,18.69,2.64,0.31,0.39,66.97
259.7661,3.7184,26,0.3722,88.8363,1.3494,0.1001,151.91,1.71,2.24,1.66,64.27
41.1546,0.8379,36,0.733,8.0575,2.5789,0.8748,18.21,2.26,1.47,0.57,26.76
100.8468,0.6968,45,0.3109,84.8807,0.6442,0.4462,92.52,1.09,0.67,1.04,68.5
116.2585,1.914,15,0.2469,47.1656,1.5818,0.129,74.05,1.57,1.74,1.1,75.78
105.4352,0.5346,168,0.8518,97.4808,0.5455,1.5934,101.38,1.04,0.54,0.99,13.52
225.774,0.8398,168,0.6249,123.8815,7.2647,0.7441,167.24,1.35,2.47,0.34,36.1
162.482,0.8085,109,0.5424,21.6423,2.6727,0.6708,59.3,2.74,1.47,0.55,44.08
169.197,0.9256,126,0.6893,38.3667,0.2921,0.7447,80.57,2.1,0.52,1.78,32.05
56.4346,1.904,11,0.3711,14.9948,1.0294,0.1949,29.09,1.94,1.4,1.36,60.97
119.4864,1.1224,32,0.3006,68.5758,5.3043,0.2678,90.52,1.32,2.44,0.46,70.47
332.7555,0.3072,741,0.6841,82.3632,0.75,2.2269,165.55,2.01,0.48,0.64,31.57
115.0016,1.177,86,0.8802,91.6786,1.028,0.7478,102.68,1.12,1.1,1.07,11.22
525.5798,0.3192,1190,0.7227,68.4982,1.0179,2.2642,189.74,2.77,0.57,0.56,28.98
325.0247,2.2302,76,0.5215,66.5475,1.4048,0.2338,147.07,2.21,1.77,1.26,47.68
366.002,1.215,163,0.5411,54.1423,0.6667,0.4454,140.77,2.6,0.9,1.35,46.3
35.0808,0.9387,16,0.4281,9.9255,2.3651,0.4561,18.66,1.88,1.49,0.63,58.1
401.5335,0.2418,1208,0.7274,95.5463,1.5897,3.0085,195.87,2.05,0.62,0.39,25.26
39.9342,2.1049,12,0.6325,7.8186,2.2371,0.3005,17.67,2.26,2.17,0.97,36.2
236.52,0.3828,463,0.7494,90.1235,3.5152,1.9576,146.0,1.62,1.16,0.33,26.62
109.155,0.4554,217,0.9053,13.4386,2.1522,1.988,38.3,2.85,0.99,0.46,9.57
73.7748,0.8722,34,0.402,63.25,1.1011,0.4609,68.31,1.08,0.98,0.89,59.36
556.5834,0.5757,300,0.3103,69.9894,0.5644,0.539,197.37,2.82,0.57,1.01,67.81
200.15,1.0914,87,0.4744,128.096,4.1961,0.4347,160.12,1.25,2.14,0.51,52.65
264.9552,0.3213,443,0.5372,72.6283,7.2857,1.672,138.72,1.91,1.53,0.21,46.58
344.3622,0.567,455,0.7492,103.9615,1.1571,1.3213,189.21,1.82,0.81,0.7,25.89
274.2688,1.6905,103,0.6349,44.9555,3.5507,0.3755,111.04,2.47,2.45,0.69,36.46
327.4772,0.4692,225,0.3224,92.6543,1.0147,0.6871,174.19,1.88,0.69,0.68,67.42
153.9287,0.1904,655,0.8102,29.8722,0.6071,4.2552,67.81,2.27,0.34,0.56,18.41
218.9272,0.1024,1609,0.7526,127.5725,1.0,7.3495,167.12,1.31,0.32,0.32,24.8
197.3901,1.0824,106,0.5813,34.5565,0.6212,0.537,82.59,2.39,0.82,1.32,42.64
225.5789,1.7819,66,0.5213,98.9338,1.6796,0.2926,149.39,1.51,1.73,1.03,49.17
101.825,1.703,25,0.4181,16.292,1.0077,0.2455,40.73,2.5,1.31,1.3,57.97
86.5039,0.533,70,0.4313,23.712,0.7927,0.8092,45.29,1.91,0.65,0.82,58.45
302.9673,0.42,703,0.9746,74.99,2.381,2.3204,150.73,2.01,1.0,0.42,2.42
128.6528,0.6125,127,0.6046,38.0,0.2,0.9872,69.92,1.84,0.35,1.75,41.34
198.4983,0.48,154,0.3724,97.0699,7.68,0.7758,138.81,1.43,1.92,0.25,64.42
162.54,1.0591,59,0.3844,20.7321,1.3371,0.363,58.05,2.8,1.19,0.89,60.13
480.3624,1.045,306,0.6657,75.6429,1.1579,0.637,190.62,2.52,1.1,0.95,34.54
229.97,1.6425,94,0.6714,34.0192,3.0822,0.4087,88.45,2.6,2.25,0.73,34.33
120.1025,0.8848,64,0.4715,39.2171,2.8214,0.5329,68.63,1.75,1.58,0.56,51.48
78.2014,0.8162,51,0.5323,10.1187,0.7264,0.6522,28.13,2.78,0.77,1.06,46.29
201.048,3.6309,26,0.4696,34.9042,1.6803,0.1293,83.77,2.4,2.47,1.47,52.31
429.7692,2.3205,85,0.4589,49.7211,2.1048,0.1978,146.18,2.94,2.21,1.05,54.71
535.2185,0.2555,1170,0.5585,61.5017,0.4795,2.186,181.43,2.95,0.35,0.73,45.57
258.3033,1.9182,44,0.3268,50.1278,1.0072,0.1703,113.79,2.27,1.39,1.38,67.17
91.806,0.6468,113,0.7961,20.0467,0.2727,1.2309,42.9,2.14,0.42,1.54,21.18
129.549,2.793,24,0.5174,29.3762,2.1491,0.1853,61.69,2.1,2.45,1.14,46.75
22.3221,2.5122,2,0.2251,18.1171,2.2358,0.0896,20.11,1.11,2.37,1.06,78.48
204.6756,1.4766,93,0.6709,25.7376,0.7754,0.4544,72.58,2.82,1.07,1.38,32.86
212.6669,1.4235,103,0.6894,47.7678,3.3692,0.4843,100.79,2.11,2.19,0.65,31.77
271.6721,1.0314,202,0.7669,102.2515,3.537,0.7435,166.67,1.63,1.91,0.54,21.89
207.325,1.1088,77,0.4118,33.172,0.6984,0.3714,82.93,2.5,0.88,1.26,57.9
221.994,0.4862,346,0.7578,68.5167,4.2059,1.5586,123.33,1.8,1.43,0.34,23.56
115.9886,1.5075,48,0.6239,35.0165,2.68,0.4138,63.73,1.82,2.01,0.75,37.89
282.7509,0.796,176,0.4955,58.9543,4.975,0.6225,129.11,2.19,1.99,0.4,48.83
186.4968,3.0114,29,0.4683,32.9244,1.8968,0.1555,78.36,2.38,2.39,1.26,53.55
230.88,0.5313,140,0.3222,60.7179,1.1159,0.6064,118.4,1.95,0.77,0.69,67.93
47.966,2.0128,12,0.5036,22.8138,1.0882,0.2502,33.08,1.45,1.48,1.36,49.92
300.6432,3.9928,47,0.6242,35.2603,1.5404,0.1563,102.96,2.92,2.48,1.61,36.53
53.5464,0.8134,48,0.7291,11.4769,3.3878,0.8964,24.79,2.16,1.66,0.49,25.43
279.936,1.8224,32,0.2083,47.4074,0.9853,0.1143,115.2,2.43,1.34,1.36,77.24
84.5784,0.1024,310,0.3753,81.2941,1.0,3.6652,82.92,1.02,0.32,0.32,61.99
68.5576,0.6946,36,0.3647,8.5,0.3046,0.5251,24.14,2.84,0.46,1.51,63.04
150.5457,0.426,146,0.4131,75.7234,10.65,0.9698,106.77,1.41,2.13,0.2,58.7
208.325,0.8946,110,0.4724,133.328,1.7746,0.528,166.66,1.25,1.26,0.71,53.92
200.0672,0.6345,241,0.7643,47.1456,0.3191,1.2046,97.12,2.06,0.45,1.41,22.2
35.8392,0.5472,22,0.3359,7.5413,0.2639,0.6139,16.44,2.18,0.38,1.44,67.93
248.5965,1.482,59,0.3517,35.4,3.5077,0.2373,93.81,2.65,2.28,0.65,66.59
247.4498,3.427,56,0.7756,86.6391,1.5436,0.2263,146.42,1.69,2.3,1.49,23.64
20.559,1.7205,6,0.5021,16.9909,1.9892,0.2918,18.69,1.1,1.85,0.93,48.93
455.1422,0.1364,1911,0.5727,83.8369,0.7045,4.1987,195.34,2.33,0.31,0.44,42.71
45.1041,1.87,14,0.5804,12.1088,1.5455,0.3104,23.37,1.93,1.7,1.1,41.19
43.624,0.637,29,0.4235,5.5643,5.2,0.6648,15.58,2.8,1.82,0.35,58.45
371.358,3.1311,40,0.3373,54.9346,1.449,0.1077,142.83,2.6,2.13,1.47,66.5
64.87,0.4598,98,0.6946,9.5962,3.1842,1.5107,24.95,2.6,1.21,0.38,28.89
198.933,0.8931,119,0.5342,45.1095,5.8718,0.5982,94.73,2.1,2.29,0.39,46.34
59.271,2.9792,8,0.4021,31.1232,1.6842,0.135,42.95,1.38,2.24,1.3299999999999998,58.75
253.5465,2.5912,68,0.6949,95.4294,1.038,0.2682,155.55,1.63,1.64,1.5799999999999998,32.46
177.9618,1.8683,37,0.3884,55.5419,0.758,0.2079,99.42,1.79,1.19,1.57,60.49
126.6112,1.5755,60,0.7466,59.3973,0.8394,0.4739,86.72,1.46,1.15,1.37,27.0
300.2346,0.41,631,0.8617,45.1047,2.439,2.1017,116.37,2.58,1.0,0.41,13.61
297.8162,2.52,104,0.88,85.1658,1.12,0.3492,159.26,1.87,1.68,1.5,10.66
225.6828,2.7984,27,0.3348,55.8607,1.6061,0.1196,112.28,2.01,2.12,1.32,68.07
219.9708,0.8722,133,0.5274,33.0465,1.1011,0.6046,85.26,2.58,0.98,0.89,47.51
158.5214,0.976,99,0.6095,98.2835,0.6557,0.6245,124.82,1.27,0.8,1.22,38.58
236.9833,3.1416,46,0.6098,72.337,1.6985,0.1941,130.93,1.81,2.31,1.36,37.51
211.5099,0.6622,137,0.4289,27.172,1.1169,0.6477,75.81,2.79,0.86,0.77,57.26
73.7748,1.5748,31,0.6617,42.3409,0.9764,0.4202,55.89,1.32,1.24,1.27,35.3
405.288,2.2248,78,0.4282,74.0171,1.9074,0.1925,173.2,2.34,2.06,1.08,58.19
50.9169,0.2508,165,0.8127,7.1423,0.4342,3.2406,19.07,2.67,0.33,0.76,20.38
326.42,0.3355,448,0.4605,90.4211,1.1091,1.3725,171.8,1.9,0.61,0.55,52.79
379.4301,1.8975,65,0.3251,72.3537,1.4348,0.1713,165.69,2.29,1.65,1.15,66.87
402.2576,1.3348,201,0.667,49.8732,2.6479,0.4997,141.64,2.84,1.88,0.71,34.59
387.3504,0.657,260,0.441,58.6459,3.2444,0.6712,150.72,2.57,1.46,0.45,56.81
129.9053,1.4931,68,0.7816,56.9735,3.7619,0.5235,86.03,1.51,2.37,0.63,19.96
145.9696,0.2736,231,0.433,116.3661,2.1111,1.5825,130.33,1.12,0.76,0.36,56.68
12.4836,0.744,8,0.4768,2.9417,7.7419,0.6408,6.06,2.06,2.4,0.31,52.05
121.2176,0.3399,154,0.4318,64.5839,3.1212,1.2704,88.48,1.37,1.03,0.33,58.79
209.2391,0.426,253,0.5151,28.4908,1.1833,1.2091,77.21,2.71,0.71,0.6,48.49
184.6824,1.2051,37,0.2414,65.4345,0.8803,0.2003,109.93,1.68,1.03,1.17,74.97
